human_gene_name,nmr_gene_acc,orthology_type,perc_id,nmr_gene_name,chromosome,biotype,description,species
APOM,ENSHGLG00000012211,ortholog_one2one,69.3333,APOM,OX090908.1,protein_coding,apolipoprotein M [Source:UniProtKB Gene Name;Acc:A0A0P6K2I5],naked_mole_rat
TTBK1,ENSHGLG00000019189,ortholog_one2one,86.8647,TTBK1,13,protein_coding,tau tubulin kinase 1 [Source:HGNC Symbol;Acc:HGNC:19140],naked_mole_rat
ATP4A,ENSHGLG00000014936,ortholog_one2one,97.9691,ATP4A,28,protein_coding,ATPase H+/K+ transporting subunit alpha [Source:HGNC Symbol;Acc:HGNC:819],naked_mole_rat
CNTN5,ENSHGLG00000002861,ortholog_one2one,93.8182,,5,protein_coding,,naked_mole_rat
ACAA2,ENSHGLG00000008021,ortholog_one2one,88.9169,ACAA2,18,protein_coding,acetyl-CoA acyltransferase 2 [Source:UniProtKB Gene Name;Acc:A0A0P6IXK2],naked_mole_rat
RPP21,ENSHGLG00000045079,ortholog_one2one,61.5023,RPP21,OX090908.1,protein_coding,ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300],naked_mole_rat
YIPF6,ENSHGLG00000050669,ortholog_one2one,95.7627,YIPF6,X,protein_coding,Yip1 domain family member 6 [Source:UniProtKB Gene Name;Acc:G5AXX4],naked_mole_rat
ALK,ENSHGLG00000009536,ortholog_one2one,90.774,ALK,4,protein_coding,ALK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:427],naked_mole_rat
MDFIC2,ENSHGLG00000043866,ortholog_one2one,87.3016,MDFIC2,9,protein_coding,MyoD family inhibitor domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53442],naked_mole_rat
ITGB2,ENSHGLG00000013472,ortholog_one2one,62.199,ITGB2,2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155],naked_mole_rat
TFIP11,ENSHGLG00000008873,ortholog_one2one,97.0131,TFIP11,23,protein_coding,tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165],naked_mole_rat
PEX5L,ENSHGLG00000016946,ortholog_one2one,90.1786,PEX5L,8,protein_coding,peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024],naked_mole_rat
RASSF9,ENSHGLG00000034316,ortholog_one2one,88.6473,RASSF9,17,protein_coding,Ras association domain family member 9 [Source:HGNC Symbol;Acc:HGNC:15739],naked_mole_rat
ZNF449,ENSHGLG00000034853,ortholog_one2one,91.6988,,X,protein_coding,,naked_mole_rat
CEACAM16,ENSHGLG00000006899,ortholog_one2one,86.6197,CEACAM16,29,protein_coding,"CEA cell adhesion molecule 16, tectorial membrane component [Source:HGNC Symbol;Acc:HGNC:31948]",naked_mole_rat
FGD4,ENSHGLG00000010358,ortholog_one2one,84.933,FGD4,17,protein_coding,"FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]",naked_mole_rat
FDX2,ENSHGLG00000018345,ortholog_one2one,74.5763,FDX2,29,protein_coding,ferredoxin 2 [Source:HGNC Symbol;Acc:HGNC:30546],naked_mole_rat
TFE3,ENSHGLG00000001383,ortholog_one2one,96.6957,TFE3,X,protein_coding,transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752],naked_mole_rat
GTF2H4,ENSHGLG00000013246,ortholog_one2one,95.671,GTF2H4,OX090908.1,protein_coding,general transcription factor IIH subunit 4 [Source:HGNC Symbol;Acc:HGNC:4658],naked_mole_rat
NAV2,ENSHGLG00000004620,ortholog_one2one,92.183,NAV2,5,protein_coding,neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997],naked_mole_rat
TRIM26,ENSHGLG00000036187,ortholog_one2one,76.6026,TRIM26,OX090908.1,protein_coding,tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962],naked_mole_rat
GPX4,ENSHGLG00000016242,ortholog_one2one,90.8629,Gpx4,29,protein_coding,glutathione peroxidase 4 [Source:NCBI gene (formerly Entrezgene);Acc:101708875],naked_mole_rat
GJA3,ENSHGLG00000038335,ortholog_one2one,69.9005,GJA3,11,protein_coding,gap junction protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:4277],naked_mole_rat
UTRN,ENSHGLG00000018985,ortholog_one2one,88.0115,UTRN,1,protein_coding,utrophin [Source:HGNC Symbol;Acc:HGNC:12635],naked_mole_rat
XPO4,ENSHGLG00000018113,ortholog_one2one,99.5656,XPO4,11,protein_coding,exportin 4 [Source:UniProtKB Gene Name;Acc:A0A0P6J7Z8],naked_mole_rat
L1CAM,ENSHGLG00000003403,ortholog_one2one,88.5623,L1CAM,X,protein_coding,L1 cell adhesion molecule [Source:UniProtKB Gene Name;Acc:A0A0P6J460],naked_mole_rat
TGDS,ENSHGLG00000000360,ortholog_one2one,94.6479,TGDS,11,protein_coding,"TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]",naked_mole_rat
IL1B,ENSHGLG00000006083,ortholog_one2one,70.0375,IL1B,4,protein_coding,interleukin 1 beta [Source:UniProtKB Gene Name;Acc:A0A0P6J2Q6],naked_mole_rat
ADAM9,ENSHGLG00000005367,ortholog_one2one,88.3971,ADAM9,6,protein_coding,ADAM metallopeptidase domain 9 [Source:UniProtKB Gene Name;Acc:A0A0P6J568],naked_mole_rat
ZNF407,ENSHGLG00000000471,ortholog_one2one,80.0,,18,protein_coding,,naked_mole_rat
PSMB9,ENSHGLG00000036914,ortholog_one2one,71.7489,PSMB9,13,protein_coding,proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546],naked_mole_rat
SH3RF3,ENSHGLG00000008723,ortholog_one2one,79.5766,SH3RF3,4,protein_coding,SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:24699],naked_mole_rat
DST,ENSHGLG00000015021,ortholog_one2one,84.0687,,22,protein_coding,,naked_mole_rat
ATAT1,ENSHGLG00000019401,ortholog_one2one,86.8106,ATAT1,OX090908.1,protein_coding,alpha tubulin acetyltransferase 1 [Source:UniProtKB Gene Name;Acc:A0A0P6J525],naked_mole_rat
TMEM182,ENSHGLG00000048689,ortholog_one2one,70.1818,TMEM182,4,protein_coding,transmembrane protein 182 [Source:UniProtKB Gene Name;Acc:A0A0P6JU23],naked_mole_rat
NPC1,ENSHGLG00000004320,ortholog_one2one,84.058,NPC1,18,protein_coding,NPC intracellular cholesterol transporter 1 [Source:UniProtKB Gene Name;Acc:A0A0P6K5U3],naked_mole_rat
VWA7,ENSHGLG00000012234,ortholog_one2one,79.3633,VWA7,13,protein_coding,von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939],naked_mole_rat
ZBED4,ENSHGLG00000020932,ortholog_one2one,80.789,ZBED4,OX090908.1,protein_coding,zinc finger BED-type containing 4 [Source:HGNC Symbol;Acc:HGNC:20721],naked_mole_rat
SRRD,ENSHGLG00000007556,ortholog_one2one,66.2162,SRRD,23,protein_coding,SRR1 domain containing [Source:HGNC Symbol;Acc:HGNC:33910],naked_mole_rat
PBX2,ENSHGLG00000013320,ortholog_one2one,99.0654,PBX2,13,protein_coding,PBX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8633],naked_mole_rat
OR6C3,ENSHGLG00000015513,ortholog_one2one,91.6399,,17,protein_coding,,naked_mole_rat
TRIM39,ENSHGLG00000017217,ortholog_one2one,97.1774,TRIM39,OX090908.1,protein_coding,tripartite motif containing 39 [Source:UniProtKB Gene Name;Acc:A0A0P6J1S0],naked_mole_rat
E2F1,ENSHGLG00000009301,ortholog_one2one,76.1518,E2F1,15,protein_coding,E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113],naked_mole_rat
NXPH2,ENSHGLG00000015109,ortholog_one2one,77.8135,NXPH2,3,protein_coding,neurexophilin 2 [Source:HGNC Symbol;Acc:HGNC:8076],naked_mole_rat
KRT4,ENSHGLG00000001911,ortholog_one2one,83.8346,KRT4,17,protein_coding,keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441],naked_mole_rat
PSMB9,ENSHGLG00000036914,ortholog_one2one,71.7489,PSMB9,13,protein_coding,proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546],naked_mole_rat
KRT79,ENSHGLG00000000843,ortholog_one2one,83.2714,KRT79,17,protein_coding,keratin 79 [Source:HGNC Symbol;Acc:HGNC:28930],naked_mole_rat
ITPA,ENSHGLG00000035385,ortholog_one2one,63.4752,,15,protein_coding,inosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:6176],naked_mole_rat
HTD2,ENSHGLG00000047381,ortholog_one2one,81.8713,HTD2,9,protein_coding,hydroxyacyl-thioester dehydratase type 2 [Source:HGNC Symbol;Acc:HGNC:53111],naked_mole_rat
HMGXB4,ENSHGLG00000037083,ortholog_one2one,79.1602,HMGXB4,OX090908.1,protein_coding,HMG-box containing 4 [Source:HGNC Symbol;Acc:HGNC:5003],naked_mole_rat
TMEM185B,ENSHGLG00000034185,ortholog_one2one,96.2857,TMEM185B,3,protein_coding,transmembrane protein 185B [Source:UniProtKB Gene Name;Acc:A0A0P6JT79],naked_mole_rat
DDX39B,ENSHGLG00000019248,ortholog_one2one,78.1116,DDX39B,OX090908.1,protein_coding,DExD-box helicase 39B [Source:UniProtKB Gene Name;Acc:A0A0P6J5J5],naked_mole_rat
KRT78,ENSHGLG00000000919,ortholog_one2one,72.7799,KRT78,17,protein_coding,keratin 78 [Source:HGNC Symbol;Acc:HGNC:28926],naked_mole_rat
CRYGS,ENSHGLG00000033290,ortholog_one2one,88.764,CRYGS,8,protein_coding,crystallin gamma S [Source:HGNC Symbol;Acc:HGNC:2417],naked_mole_rat
OR6C74,ENSHGLG00000050428,ortholog_one2one,89.701,,17,protein_coding,,naked_mole_rat
H2AJ,ENSHGLG00000038135,ortholog_one2one,72.8324,H2AFJ,5,protein_coding,H2A.J histone [Source:HGNC Symbol;Acc:HGNC:14456],naked_mole_rat
ERP27,ENSHGLG00000006570,ortholog_one2one,74.4186,ERP27,5,protein_coding,endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:HGNC:26495],naked_mole_rat
IL5RA,ENSHGLG00000003211,ortholog_one2one,74.0385,IL5RA,9,protein_coding,interleukin 5 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6017],naked_mole_rat
ESRRB,ENSHGLG00000007373,ortholog_one2one,90.9836,ESRRB,26,protein_coding,estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473],naked_mole_rat
LTA,ENSHGLG00000046298,ortholog_one2one,62.3762,LTA,OX090908.1,protein_coding,lymphotoxin alpha [Source:HGNC Symbol;Acc:HGNC:6709],naked_mole_rat
RINL,ENSHGLG00000005666,ortholog_one2one,74.0331,RINL,28,protein_coding,Ras and Rab interactor like [Source:HGNC Symbol;Acc:HGNC:24795],naked_mole_rat
KMT2D,ENSHGLG00000050567,ortholog_one2one,87.7221,,17,protein_coding,,naked_mole_rat
SOWAHC,ENSHGLG00000032489,ortholog_one2one,74.7204,,4,protein_coding,,naked_mole_rat
DDAH2,ENSHGLG00000039122,ortholog_one2one,95.7747,DDAH2,13,protein_coding,"DDAH family member 2, ADMA-independent [Source:HGNC Symbol;Acc:HGNC:2716]",naked_mole_rat
SAMM50,ENSHGLG00000018749,ortholog_one2one,95.8874,SAMM50,5,protein_coding,SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276],naked_mole_rat
DYRK1B,ENSHGLG00000008918,ortholog_one2one,77.2554,,28,protein_coding,,naked_mole_rat
GPR83,ENSHGLG00000018711,ortholog_one2one,89.8345,GPR83,5,protein_coding,G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523],naked_mole_rat
LRP1B,ENSHGLG00000009393,ortholog_one2one,94.3471,LRP1B,3,protein_coding,LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693],naked_mole_rat
EGFL8,ENSHGLG00000014379,ortholog_one2one,72.9483,EGFL8,13,protein_coding,EGF like domain multiple 8 [Source:HGNC Symbol;Acc:HGNC:13944],naked_mole_rat
SYNE2,ENSHGLG00000041046,ortholog_one2one,76.8972,SYNE2,26,protein_coding,spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084],naked_mole_rat
C11orf91,ENSHGLG00000034276,ortholog_one2one,73.6559,,OX090908.1,protein_coding,,naked_mole_rat
DDR1,ENSHGLG00000043989,ortholog_one2one,89.3939,,OX090908.1,protein_coding,,naked_mole_rat
OR5B12,ENSHGLG00000043701,ortholog_one2one,77.0701,,22,protein_coding,,naked_mole_rat
APBA1,ENSHGLG00000007815,ortholog_one2one,96.2963,APBA1,12,protein_coding,amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578],naked_mole_rat
RMC1,ENSHGLG00000009136,ortholog_one2one,96.347,RMC1,18,protein_coding,regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326],naked_mole_rat
OR9G4,ENSHGLG00000037528,ortholog_one2one,84.6154,OR9G4,22,protein_coding,olfactory receptor family 9 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:15322],naked_mole_rat
PRRT1,ENSHGLG00000016674,ortholog_one2one,95.4098,PRRT1,13,protein_coding,proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943],naked_mole_rat
HLA-DQB2,ENSHGLG00000038840,ortholog_one2one,65.1757,HLA-DQB2,13,protein_coding,"major histocompatibility complex, class II, DQ beta 2 [Source:HGNC Symbol;Acc:HGNC:4945]",naked_mole_rat
H2AX,ENSHGLG00000048849,ortholog_one2one,98.6014,H2AX,5,protein_coding,H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739],naked_mole_rat
APMAP,ENSHGLG00000045360,ortholog_one2one,84.8404,APMAP,15,protein_coding,adipocyte plasma membrane associated protein [Source:HGNC Symbol;Acc:HGNC:13238],naked_mole_rat
GPSM3,ENSHGLG00000012807,ortholog_one2one,79.0055,GPSM3,13,protein_coding,G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945],naked_mole_rat
HTR3B,ENSHGLG00000045380,ortholog_one2one,79.8627,HTR3B,5,protein_coding,5-hydroxytryptamine receptor 3B [Source:HGNC Symbol;Acc:HGNC:5298],naked_mole_rat
MSH5-SAPCD1,ENSHGLG00000012630,ortholog_one2one,87.7214,MSH5,13,protein_coding,mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328],naked_mole_rat
KCNJ3,ENSHGLG00000048169,ortholog_one2one,99.6008,KCNJ3,3,protein_coding,potassium inwardly rectifying channel subfamily J member 3 [Source:UniProtKB Gene Name;Acc:A0A0P6JH74],naked_mole_rat
CSNK2B,ENSHGLG00000011657,ortholog_one2one,91.1017,CSNK2B,OX090908.1,protein_coding,casein kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:2460],naked_mole_rat
STRN4,ENSHGLG00000015771,ortholog_one2one,93.4297,STRN4,29,protein_coding,striatin 4 [Source:HGNC Symbol;Acc:HGNC:15721],naked_mole_rat
MAMDC2,ENSHGLG00000016706,ortholog_one2one,90.8163,MAMDC2,12,protein_coding,MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673],naked_mole_rat
TRIM27,ENSHGLG00000008037,ortholog_one2one,88.1002,,OX090908.1,protein_coding,,naked_mole_rat
TRIM39,ENSHGLG00000017217,ortholog_one2one,97.1774,TRIM39,OX090908.1,protein_coding,tripartite motif containing 39 [Source:UniProtKB Gene Name;Acc:A0A0P6J1S0],naked_mole_rat
HSPH1,ENSHGLG00000006908,ortholog_one2one,95.9207,HSPH1,11,protein_coding,heat shock protein family H (Hsp110) member 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JA28],naked_mole_rat
CHM,ENSHGLG00000002772,ortholog_one2one,82.3263,CHM,X,protein_coding,CHM Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1940],naked_mole_rat
PPP1R10,ENSHGLG00000019477,ortholog_one2one,88.7387,PPP1R10,OX090908.1,protein_coding,protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284],naked_mole_rat
HRH3,ENSHGLG00000046738,ortholog_one2one,79.3651,,15,protein_coding,,naked_mole_rat
NSUN3,ENSHGLG00000006224,ortholog_one2one,83.5294,NSUN3,2,protein_coding,NOP2/Sun RNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:26208],naked_mole_rat
PAXBP1,ENSHGLG00000011800,ortholog_one2one,97.2707,PAXBP1,2,protein_coding,PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579],naked_mole_rat
C12orf76,ENSHGLG00000047620,ortholog_one2one,84.7222,,23,protein_coding,,naked_mole_rat
OR5P3,ENSHGLG00000041653,ortholog_one2one,78.5256,OR5P3,5,protein_coding,olfactory receptor family 5 subfamily P member 3 [Source:HGNC Symbol;Acc:HGNC:14784],naked_mole_rat
DIDO1,ENSHGLG00000014809,ortholog_one2one,77.883,,15,protein_coding,,naked_mole_rat
WNT1,ENSHGLG00000004305,ortholog_one2one,98.6487,WNT1,17,protein_coding,Wnt family member 1 [Source:HGNC Symbol;Acc:HGNC:12774],naked_mole_rat
BAAT,ENSHGLG00000006846,ortholog_one2one,60.9958,BAAT,12,protein_coding,bile acid-CoA:amino acid N-acyltransferase [Source:UniProtKB Gene Name;Acc:G5BTN9],naked_mole_rat
ARL13B,ENSHGLG00000003881,ortholog_one2one,83.5443,,2,protein_coding,ADP ribosylation factor like GTPase 13B [Source:HGNC Symbol;Acc:HGNC:25419],naked_mole_rat
SLC39A7,ENSHGLG00000018434,ortholog_one2one,81.7996,SLC39A7,13,protein_coding,solute carrier family 39 member 7 [Source:UniProtKB Gene Name;Acc:G5BAZ8],naked_mole_rat
PLPPR1,ENSHGLG00000008477,ortholog_one2one,96.9231,PLPPR1,12,protein_coding,phospholipid phosphatase related 1 [Source:HGNC Symbol;Acc:HGNC:25993],naked_mole_rat
TBR1,ENSHGLG00000009646,ortholog_one2one,99.4135,TBR1,3,protein_coding,T-box brain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11590],naked_mole_rat
NOS1,ENSHGLG00000045577,ortholog_one2one,88.4477,NANOS1,13,protein_coding,nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044],naked_mole_rat
SLC25A18,ENSHGLG00000033243,ortholog_one2one,88.5714,SLC25A18,10,protein_coding,solute carrier family 25 member 18 [Source:HGNC Symbol;Acc:HGNC:10988],naked_mole_rat
PIN4,ENSHGLG00000043461,ortholog_one2one,86.2595,PIN4,X,protein_coding,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:HGNC Symbol;Acc:HGNC:8992]",naked_mole_rat
POU2AF1,ENSHGLG00000003879,ortholog_one2one,84.0,POU2AF1,5,protein_coding,POU class 2 homeobox associating factor 1 [Source:HGNC Symbol;Acc:HGNC:9211],naked_mole_rat
RIT2,ENSHGLG00000002499,ortholog_one2one,64.9351,RIT2,18,protein_coding,Ras like without CAAX 2 [Source:UniProtKB Gene Name;Acc:A0A0P6J079],naked_mole_rat
RNU2-60P,ENSHGLG00000043326,ortholog_one2one,63.0952,U2,4,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
TMEM86A,ENSHGLG00000048247,ortholog_one2one,75.5556,TMEM86A,5,protein_coding,transmembrane protein 86A [Source:HGNC Symbol;Acc:HGNC:26890],naked_mole_rat
HUWE1,ENSHGLG00000002470,ortholog_one2one,98.1702,HUWE1,X,protein_coding,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]",naked_mole_rat
HSPA1L,ENSHGLG00000034751,ortholog_one2one,89.0432,HSPA1L,13,protein_coding,heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234],naked_mole_rat
GPSM3,ENSHGLG00000012807,ortholog_one2one,79.0055,GPSM3,13,protein_coding,G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945],naked_mole_rat
TRIM10,ENSHGLG00000019234,ortholog_one2one,79.7495,TRIM10,OX090908.1,protein_coding,tripartite motif containing 10 [Source:HGNC Symbol;Acc:HGNC:10072],naked_mole_rat
MBD1,ENSHGLG00000008740,ortholog_one2one,79.4072,MBD1,18,protein_coding,methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916],naked_mole_rat
TMBIM4,ENSHGLG00000048285,ortholog_one2one,91.5966,TMBIM4,17,protein_coding,transmembrane BAX inhibitor motif containing 4 [Source:UniProtKB Gene Name;Acc:G5BG95],naked_mole_rat
LSM2,ENSHGLG00000011299,ortholog_one2one,67.8571,LSM2,13,protein_coding,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]",naked_mole_rat
TRIM26,ENSHGLG00000036187,ortholog_one2one,76.6026,TRIM26,OX090908.1,protein_coding,tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962],naked_mole_rat
OR52E5,ENSHGLG00000010640,ortholog_one2one,85.6269,OR52E5,5,protein_coding,olfactory receptor family 52 subfamily E member 5 [Source:HGNC Symbol;Acc:HGNC:15214],naked_mole_rat
IZUMO1R,ENSHGLG00000008985,ortholog_one2one,73.251,IZUMO1R,5,protein_coding,"IZUMO1 receptor, JUNO [Source:HGNC Symbol;Acc:HGNC:32565]",naked_mole_rat
CETN2,ENSHGLG00000000679,ortholog_one2one,98.1595,CETN2,OX090908.1,protein_coding,centrin 2 [Source:HGNC Symbol;Acc:HGNC:1867],naked_mole_rat
NSDHL,ENSHGLG00000034743,ortholog_one2one,83.1025,,OX090908.1,protein_coding,NAD(P) dependent steroid dehydrogenase-like [Source:HGNC Symbol;Acc:HGNC:13398],naked_mole_rat
TAF10,ENSHGLG00000044528,ortholog_one2one,95.8716,TAF10,5,protein_coding,TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543],naked_mole_rat
DHX16,ENSHGLG00000019290,ortholog_one2one,79.9451,DHX16,OX090908.1,protein_coding,DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739],naked_mole_rat
ASCL3,ENSHGLG00000019965,ortholog_one2one,82.7778,ASCL3,5,protein_coding,achaete-scute family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:740],naked_mole_rat
PRRT1,ENSHGLG00000016674,ortholog_one2one,95.4098,PRRT1,13,protein_coding,proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943],naked_mole_rat
OR51F1,ENSHGLG00000004026,ortholog_one2one,79.2857,OR51F1,5,protein_coding,olfactory receptor family 51 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:15196],naked_mole_rat
POU2AF2,ENSHGLG00000032794,ortholog_one2one,79.4425,POU2AF2,5,protein_coding,POU class 2 homeobox associating factor 2 [Source:HGNC Symbol;Acc:HGNC:30527],naked_mole_rat
GABPA,ENSHGLG00000040618,ortholog_one2one,89.4632,GABPA,2,protein_coding,GA binding protein transcription factor subunit alpha [Source:UniProtKB Gene Name;Acc:G5BQQ3],naked_mole_rat
MRPS18B,ENSHGLG00000019371,ortholog_one2one,66.4495,MRPS18B,OX090908.1,protein_coding,mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516],naked_mole_rat
RNF26,ENSHGLG00000041550,ortholog_one2one,90.7621,RNF26,5,protein_coding,ring finger protein 26 [Source:UniProtKB Gene Name;Acc:A0A0N8EUY4],naked_mole_rat
C1QTNF5,ENSHGLG00000016623,ortholog_one2one,79.1594,MFRP,5,protein_coding,membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121],naked_mole_rat
IQCF2,ENSHGLG00000035521,ortholog_one2one,67.6647,IQCF2,8,protein_coding,IQ motif containing F2 [Source:HGNC Symbol;Acc:HGNC:31815],naked_mole_rat
OR6C1,ENSHGLG00000015140,ortholog_one2one,75.4839,,17,protein_coding,,naked_mole_rat
CCHCR1,ENSHGLG00000011945,ortholog_one2one,77.8506,CCHCR1,OX090908.1,protein_coding,coiled-coil alpha-helical rod protein 1 [Source:HGNC Symbol;Acc:HGNC:13930],naked_mole_rat
MFRP,ENSHGLG00000016623,ortholog_one2one,79.1594,MFRP,5,protein_coding,membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121],naked_mole_rat
TPX2,ENSHGLG00000016376,ortholog_one2one,86.0776,TPX2,15,protein_coding,TPX2 microtubule nucleation factor [Source:UniProtKB Gene Name;Acc:A0A0P6J8U0],naked_mole_rat
ACSM4,ENSHGLG00000009798,ortholog_one2one,86.2306,,23,protein_coding,,naked_mole_rat
RPP21,ENSHGLG00000045079,ortholog_one2one,61.5023,RPP21,OX090908.1,protein_coding,ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300],naked_mole_rat
SCN10A,ENSHGLG00000012062,ortholog_one2one,85.5526,SCN10A,2,protein_coding,sodium voltage-gated channel alpha subunit 10 [Source:HGNC Symbol;Acc:HGNC:10582],naked_mole_rat
BRD2,ENSHGLG00000019334,ortholog_one2one,83.8453,BRD2,13,protein_coding,bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103],naked_mole_rat
ACACB,ENSHGLG00000012905,ortholog_one2one,88.7428,ACACB,23,protein_coding,acetyl-CoA carboxylase beta [Source:UniProtKB Gene Name;Acc:A0A0P6K3R0],naked_mole_rat
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
SNORD52,ENSHGLG00000022417,ortholog_one2one,92.5373,SNORD52,13,snoRNA,"small nucleolar RNA, C/D box 52 [Source:HGNC Symbol;Acc:HGNC:10202]",naked_mole_rat
