nmr_gene_name,human_gene_acc,orthology_type,perc_id,human_gene_name,chromosome,biotype,description,species
ATE1,ENSG00000107669,ortholog_one2one,87.0656,ATE1,10,protein_coding,arginyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:782],human
SLC2A13,ENSG00000151229,ortholog_one2one,92.7469,SLC2A13,12,protein_coding,solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956],human
SNORA28,ENSG00000272533,ortholog_one2one,83.3333,SNORA28,14,snoRNA,"small nucleolar RNA, H/ACA box 28 [Source:HGNC Symbol;Acc:HGNC:32618]",human
SP4,ENSG00000105866,ortholog_one2one,97.9592,SP4,7,protein_coding,Sp4 transcription factor [Source:HGNC Symbol;Acc:HGNC:11209],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
SNORD113-8,ENSG00000200367,ortholog_one2one,87.8378,SNORD113-8,14,snoRNA,"small nucleolar RNA, C/D box 113-8 [Source:HGNC Symbol;Acc:HGNC:32987]",human
SNORD113-1,ENSG00000202191,ortholog_one2one,62.3188,SNORD113-1,14,snoRNA,"small nucleolar RNA, C/D box 113-1 [Source:HGNC Symbol;Acc:HGNC:32980]",human
SNORD113-6,ENSG00000200215,ortholog_one2one,85.3333,SNORD113-6,14,snoRNA,"small nucleolar RNA, C/D box 113-6 [Source:HGNC Symbol;Acc:HGNC:32985]",human
OPALIN,ENSG00000197430,ortholog_one2one,80.8511,OPALIN,10,protein_coding,oligodendrocytic myelin paranodal and inner loop protein [Source:HGNC Symbol;Acc:HGNC:20707],human
NTN4,ENSG00000074527,ortholog_one2one,88.3758,NTN4,12,protein_coding,netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658],human
HDAC9,ENSG00000048052,ortholog_one2one,95.6969,HDAC9,7,protein_coding,histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065],human
BTAF1,ENSG00000095564,ortholog_one2one,97.5122,BTAF1,10,protein_coding,B-TFIID TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:17307],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
WFIKKN2,ENSG00000173714,ortholog_one2one,88.8889,WFIKKN2,17,protein_coding,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]",human
CPEB3,ENSG00000107864,ortholog_one2one,96.8481,CPEB3,10,protein_coding,cytoplasmic polyadenylation element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:21746],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
SNORD113-9,ENSG00000201950,ortholog_one2one,86.1111,SNORD113-9,14,snoRNA,"small nucleolar RNA, C/D box 113-9 [Source:HGNC Symbol;Acc:HGNC:32988]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
SNORD113-4,ENSG00000201672,ortholog_one2one,85.3333,SNORD113-4,14,snoRNA,"small nucleolar RNA, C/D box 113-4 [Source:HGNC Symbol;Acc:HGNC:32983]",human
MMD,ENSG00000108960,ortholog_one2one,97.8992,MMD,17,protein_coding,monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153],human
PIBF1,ENSG00000083535,ortholog_one2one,90.4888,PIBF1,13,protein_coding,progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:HGNC:23352],human
FGD6,ENSG00000180263,ortholog_one2one,72.4476,FGD6,12,protein_coding,"FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
HLF,ENSG00000108924,ortholog_one2one,98.6441,HLF,17,protein_coding,"HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
NR2C1,ENSG00000120798,ortholog_one2one,87.728,NR2C1,12,protein_coding,nuclear receptor subfamily 2 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7971],human
MIR127,ENSG00000207608,ortholog_one2one,100.0,MIR127,14,miRNA,microRNA 127 [Source:HGNC Symbol;Acc:HGNC:31509],human
MIR431,ENSG00000208001,ortholog_one2one,78.9474,MIR431,14,miRNA,microRNA 431 [Source:HGNC Symbol;Acc:HGNC:32027],human
ANKFN1,ENSG00000153930,ortholog_one2one,90.3141,ANKFN1,17,protein_coding,ankyrin repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26766],human
MIR544A,ENSG00000207587,ortholog_one2one,100.0,MIR544A,14,miRNA,microRNA 544a [Source:HGNC Symbol;Acc:HGNC:32530],human
SERPINE1,ENSG00000106366,ortholog_one2one,79.8507,SERPINE1,7,protein_coding,serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583],human
HOXC10,ENSG00000180818,ortholog_one2one,97.076,HOXC10,12,protein_coding,homeobox C10 [Source:HGNC Symbol;Acc:HGNC:5122],human
MIR494,ENSG00000194717,ortholog_one2one,98.7654,MIR494,14,miRNA,microRNA 494 [Source:HGNC Symbol;Acc:HGNC:32084],human
HOXC8,ENSG00000037965,ortholog_one2one,99.5868,HOXC8,12,protein_coding,homeobox C8 [Source:HGNC Symbol;Acc:HGNC:5129],human
MIR323A,ENSG00000199069,ortholog_one2one,90.6977,MIR323A,14,miRNA,microRNA 323a [Source:HGNC Symbol;Acc:HGNC:31766],human
HOXC9,ENSG00000180806,ortholog_one2one,99.6154,HOXC9,12,protein_coding,homeobox C9 [Source:HGNC Symbol;Acc:HGNC:5130],human
MIR433,ENSG00000207569,ortholog_one2one,100.0,MIR433,14,miRNA,microRNA 433 [Source:HGNC Symbol;Acc:HGNC:32026],human
MIR136,ENSG00000207942,ortholog_one2one,90.2439,MIR136,14,miRNA,microRNA 136 [Source:HGNC Symbol;Acc:HGNC:31522],human
VGF,ENSG00000128564,ortholog_one2one,90.5691,VGF,7,protein_coding,VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684],human
PACS2,ENSG00000179364,ortholog_one2one,88.385,PACS2,14,protein_coding,phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794],human
SORBS1,ENSG00000095637,ortholog_one2one,80.1084,SORBS1,10,protein_coding,sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565],human
EEA1,ENSG00000102189,ortholog_one2one,91.6371,EEA1,12,protein_coding,early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185],human
PRPS1L1,ENSG00000229937,ortholog_one2one,92.7673,PRPS1L1,7,protein_coding,phosphoribosyl pyrophosphate synthetase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:9463],human
FERD3L,ENSG00000146618,ortholog_one2one,83.1325,FERD3L,7,protein_coding,Fer3 like bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:16660],human
RHBDD2,ENSG00000005486,ortholog_one2one,69.5055,RHBDD2,7,protein_coding,rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082],human
SSC4D,ENSG00000146700,ortholog_one2one,89.7391,SSC4D,7,protein_coding,scavenger receptor cysteine rich family member with 4 domains [Source:HGNC Symbol;Acc:HGNC:14461],human
KAT7,ENSG00000136504,ortholog_one2one,98.8543,KAT7,17,protein_coding,lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016],human
PLEKHG7,ENSG00000187510,ortholog_one2one,82.055,PLEKHG7,12,protein_coding,pleckstrin homology and RhoGEF domain containing G7 [Source:HGNC Symbol;Acc:HGNC:33829],human
HSPB1,ENSG00000106211,ortholog_one2one,84.3902,HSPB1,7,protein_coding,heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246],human
TNKS2,ENSG00000107854,ortholog_one2one,93.0532,TNKS2,10,protein_coding,tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677],human
KITLG,ENSG00000049130,ortholog_one2one,83.8828,KITLG,12,protein_coding,KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343],human
ZNF652,ENSG00000198740,ortholog_one2one,92.4092,ZNF652,17,protein_coding,zinc finger protein 652 [Source:HGNC Symbol;Acc:HGNC:29147],human
PCGF5,ENSG00000180628,ortholog_one2one,98.4375,PCGF5,10,protein_coding,polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
NEDD1,ENSG00000139350,ortholog_one2one,87.5758,NEDD1,12,protein_coding,NEDD1 gamma-tubulin ring complex targeting factor [Source:HGNC Symbol;Acc:HGNC:7723],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
PHOSPHO1,ENSG00000173868,ortholog_one2one,87.2659,PHOSPHO1,17,protein_coding,phosphoethanolamine/phosphocholine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:16815],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
IDE,ENSG00000119912,ortholog_one2one,95.1914,IDE,10,protein_coding,insulin degrading enzyme [Source:HGNC Symbol;Acc:HGNC:5381],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
ATF7,ENSG00000170653,ortholog_one2one,97.7226,ATF7,12,protein_coding,activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792],human
CFAP54,ENSG00000188596,ortholog_one2one,80.0711,CFAP54,12,protein_coding,cilia and flagella associated protein 54 [Source:HGNC Symbol;Acc:HGNC:26456],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
TINAG,ENSG00000137251,ortholog_one2one,84.0336,TINAG,6,protein_coding,tubulointerstitial nephritis antigen [Source:HGNC Symbol;Acc:HGNC:14599],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
ABI3,ENSG00000108798,ortholog_one2one,75.9563,ABI3,17,protein_coding,ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859],human
GNGT2,ENSG00000167083,ortholog_one2one,75.3623,GNGT2,17,protein_coding,G protein subunit gamma transducin 2 [Source:HGNC Symbol;Acc:HGNC:4412],human
RABL5,ENSG00000128581,ortholog_one2one,89.7297,IFT22,7,protein_coding,intraflagellar transport 22 [Source:HGNC Symbol;Acc:HGNC:21895],human
FAM117A,ENSG00000121104,ortholog_one2one,91.3907,FAM117A,17,protein_coding,family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179],human
COL26A1,ENSG00000160963,ortholog_one2one,88.2086,COL26A1,7,protein_coding,collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038],human
KIF11,ENSG00000138160,ortholog_one2one,84.4697,KIF11,10,protein_coding,kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388],human
KRT5,ENSG00000186081,ortholog_one2one,90.678,KRT5,12,protein_coding,keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442],human
HHEX,ENSG00000152804,ortholog_one2one,95.1852,HHEX,10,protein_coding,hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901],human
COL1A1,ENSG00000108821,ortholog_one2one,91.1202,COL1A1,17,protein_coding,collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197],human
EXOC6,ENSG00000138190,ortholog_one2one,93.9055,EXOC6,10,protein_coding,exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196],human
ELK3,ENSG00000111145,ortholog_one2one,90.9091,ELK3,12,protein_coding,ETS transcription factor ELK3 [Source:HGNC Symbol;Acc:HGNC:3325],human
AZGP1,ENSG00000160862,ortholog_one2one,64.7651,AZGP1,7,protein_coding,"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]",human
FAM83B,ENSG00000168143,ortholog_one2one,83.5806,FAM83B,6,protein_coding,family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357],human
SLC25A3,ENSG00000075415,ortholog_one2one,94.1828,SLC25A3,12,protein_coding,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],human
WBSCR17,ENSG00000185274,ortholog_one2one,98.9967,GALNT17,7,protein_coding,polypeptide N-acetylgalactosaminyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:16347],human
SEC23IP,ENSG00000107651,ortholog_one2one,87.3,SEC23IP,10,protein_coding,SEC23 interacting protein [Source:HGNC Symbol;Acc:HGNC:17018],human
IKBIP,ENSG00000166130,ortholog_one2one,83.2891,IKBIP,12,protein_coding,IKBKB interacting protein [Source:HGNC Symbol;Acc:HGNC:26430],human
TBC1D12,ENSG00000108239,ortholog_one2one,83.0968,TBC1D12,10,protein_coding,TBC1 domain family member 12 [Source:HGNC Symbol;Acc:HGNC:29082],human
SGCA,ENSG00000108823,ortholog_one2one,86.5633,SGCA,17,protein_coding,sarcoglycan alpha [Source:HGNC Symbol;Acc:HGNC:10805],human
TMTC3,ENSG00000139324,ortholog_one2one,91.2473,TMTC3,12,protein_coding,transmembrane O-mannosyltransferase targeting cadherins 3 [Source:HGNC Symbol;Acc:HGNC:26899],human
HELLS,ENSG00000119969,ortholog_one2one,93.3174,HELLS,10,protein_coding,"helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]",human
PPP1R9B,ENSG00000108819,ortholog_one2one,95.4712,PPP1R9B,17,protein_coding,protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298],human
SAMD14,ENSG00000167100,ortholog_one2one,94.964,SAMD14,17,protein_coding,sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312],human
WDR11,ENSG00000120008,ortholog_one2one,92.1569,WDR11,10,protein_coding,WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831],human
CEP290,ENSG00000198707,ortholog_one2one,90.0766,CEP290,12,protein_coding,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],human
TBKBP1,ENSG00000198933,ortholog_one2one,85.8537,TBKBP1,17,protein_coding,TBK1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:30140],human
PIP4K2B,ENSG00000276293,ortholog_one2one,90.3846,PIP4K2B,17,protein_coding,phosphatidylinositol-5-phosphate 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:8998],human
BAG3,ENSG00000151929,ortholog_one2one,88.3478,BAG3,10,protein_coding,BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939],human
VPS37D,ENSG00000176428,ortholog_one2one,78.0876,VPS37D,7,protein_coding,VPS37D subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18287],human
CWC25,ENSG00000273559,ortholog_one2one,80.7059,CWC25,17,protein_coding,CWC25 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:25989],human
TLL2,ENSG00000095587,ortholog_one2one,90.3448,TLL2,10,protein_coding,tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844],human
ATP5MC1,ENSG00000159199,ortholog_one2one,82.3529,ATP5MC1,17,protein_coding,ATP synthase membrane subunit c locus 1 [Source:HGNC Symbol;Acc:HGNC:841],human
MED24,ENSG00000008838,ortholog_one2one,93.9333,MED24,17,protein_coding,mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963],human
EIF3A,ENSG00000107581,ortholog_one2one,92.2576,EIF3A,10,protein_coding,eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271],human
RLIG1,ENSG00000133641,ortholog_one2one,87.6923,RLIG1,12,protein_coding,RNA 5'-phosphate and 3'-OH ligase 1 [Source:HGNC Symbol;Acc:HGNC:25322],human
RARA,ENSG00000131759,ortholog_one2one,65.1515,RARA,17,protein_coding,retinoic acid receptor alpha [Source:HGNC Symbol;Acc:HGNC:9864],human
NANOS1,ENSG00000188613,ortholog_one2one,83.9041,NANOS1,10,protein_coding,nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044],human
GCM1,ENSG00000137270,ortholog_one2one,77.7523,GCM1,6,protein_coding,glial cells missing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:4197],human
KRT10,ENSG00000186395,ortholog_one2one,76.8836,KRT10,17,protein_coding,keratin 10 [Source:HGNC Symbol;Acc:HGNC:6413],human
CACUL1,ENSG00000151893,ortholog_one2one,94.0379,CACUL1,10,protein_coding,CDK2 associated cullin domain 1 [Source:HGNC Symbol;Acc:HGNC:23727],human
ELOVL5,ENSG00000012660,ortholog_one2one,90.9699,ELOVL5,6,protein_coding,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308],human
Gclc,ENSG00000001084,ortholog_one2one,94.3485,GCLC,6,protein_coding,glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311],human
KRT12,ENSG00000187242,ortholog_one2one,73.0769,KRT12,17,protein_coding,keratin 12 [Source:HGNC Symbol;Acc:HGNC:6414],human
NEUROD2,ENSG00000171532,ortholog_one2one,96.8586,NEUROD2,17,protein_coding,neuronal differentiation 2 [Source:HGNC Symbol;Acc:HGNC:7763],human
LUM,ENSG00000139329,ortholog_one2one,84.3195,LUM,12,protein_coding,lumican [Source:HGNC Symbol;Acc:HGNC:6724],human
PRR15L,ENSG00000167183,ortholog_one2one,77.6699,PRR15L,17,protein_coding,proline rich 15 like [Source:HGNC Symbol;Acc:HGNC:28149],human
KERA,ENSG00000139330,ortholog_one2one,88.3523,KERA,12,protein_coding,keratocan [Source:HGNC Symbol;Acc:HGNC:6309],human
PNPO,ENSG00000108439,ortholog_one2one,86.2069,PNPO,17,protein_coding,pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260],human
DCN,ENSG00000011465,ortholog_one2one,87.4652,DCN,12,protein_coding,decorin [Source:HGNC Symbol;Acc:HGNC:2705],human
KLHL31,ENSG00000124743,ortholog_one2one,93.0599,KLHL31,6,protein_coding,kelch like family member 31 [Source:HGNC Symbol;Acc:HGNC:21353],human
HECTD2,ENSG00000165338,ortholog_one2one,93.1701,HECTD2,10,protein_coding,HECT domain E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:26736],human
SP2,ENSG00000167182,ortholog_one2one,90.3752,SP2,17,protein_coding,Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207],human
KRT39,ENSG00000196859,ortholog_one2one,70.6721,KRT39,17,protein_coding,keratin 39 [Source:HGNC Symbol;Acc:HGNC:32971],human
PPP1R3C,ENSG00000119938,ortholog_one2one,89.2744,PPP1R3C,10,protein_coding,protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293],human
SLC12A9,ENSG00000146828,ortholog_one2one,94.2013,SLC12A9,7,protein_coding,solute carrier family 12 member 9 [Source:HGNC Symbol;Acc:HGNC:17435],human
SCPEP1,ENSG00000121064,ortholog_one2one,84.0708,SCPEP1,17,protein_coding,serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507],human
PLEKHA1,ENSG00000107679,ortholog_one2one,92.8218,PLEKHA1,10,protein_coding,pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335],human
TRIP6,ENSG00000087077,ortholog_one2one,65.1261,TRIP6,7,protein_coding,thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311],human
RAPGEFL1,ENSG00000108352,ortholog_one2one,93.0514,RAPGEFL1,17,protein_coding,Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428],human
UFSP1,ENSG00000176125,ortholog_one2one,65.1376,UFSP1,7,protein_coding,UFM1 specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:33821],human
BTBD16,ENSG00000138152,ortholog_one2one,63.2411,BTBD16,10,protein_coding,BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:26340],human
TMEM100,ENSG00000166292,ortholog_one2one,87.3134,TMEM100,17,protein_coding,transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607],human
ANKRD40,ENSG00000154945,ortholog_one2one,91.8478,ANKRD40,17,protein_coding,ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233],human
ALDH18A1,ENSG00000059573,ortholog_one2one,96.6038,ALDH18A1,10,protein_coding,aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722],human
ABCC3,ENSG00000108846,ortholog_one2one,75.3766,ABCC3,17,protein_coding,ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54],human
TCTN3,ENSG00000119977,ortholog_one2one,78.7479,TCTN3,10,protein_coding,tectonic family member 3 [Source:HGNC Symbol;Acc:HGNC:24519],human
HOXB7,ENSG00000260027,ortholog_one2one,89.4009,HOXB7,17,protein_coding,homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118],human
HOXB6,ENSG00000108511,ortholog_one2one,95.9821,HOXB6,17,protein_coding,homeobox B6 [Source:HGNC Symbol;Acc:HGNC:5117],human
HOXB5,ENSG00000120075,ortholog_one2one,98.1413,HOXB5,17,protein_coding,homeobox B5 [Source:HGNC Symbol;Acc:HGNC:5116],human
HCRTR2,ENSG00000137252,ortholog_one2one,89.1892,HCRTR2,6,protein_coding,hypocretin receptor 2 [Source:HGNC Symbol;Acc:HGNC:4849],human
HOXB4,ENSG00000182742,ortholog_one2one,89.6414,HOXB4,17,protein_coding,homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115],human
AKAP11,ENSG00000023516,ortholog_one2one,79.0637,AKAP11,13,protein_coding,A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369],human
HOXB3,ENSG00000120093,ortholog_one2one,94.1995,HOXB3,17,protein_coding,homeobox B3 [Source:HGNC Symbol;Acc:HGNC:5114],human
HOXB2,ENSG00000173917,ortholog_one2one,82.5843,HOXB2,17,protein_coding,homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113],human
MDH2,ENSG00000146701,ortholog_one2one,84.3195,MDH2,7,protein_coding,malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971],human
HOXB1,ENSG00000120094,ortholog_one2one,85.0498,HOXB1,17,protein_coding,homeobox B1 [Source:HGNC Symbol;Acc:HGNC:5111],human
CALCOCO2,ENSG00000136436,ortholog_one2one,67.9372,CALCOCO2,17,protein_coding,calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:HGNC:29912],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
