gene_id,gene_name,chromosome,biotype,description,species
ENSHGLG00000002280,,3,protein_coding,,naked_mole_rat
ENSHGLG00000000561,,3,processed_pseudogene,,naked_mole_rat
ENSHGLG00000047932,,3,processed_pseudogene,,naked_mole_rat
ENSHGLG00000038246,,3,lncRNA,,naked_mole_rat
ENSHGLG00000004767,CCKBR,5,protein_coding,cholecystokinin B receptor [Source:UniProtKB Gene Name;Acc:G5BBR4],naked_mole_rat
ENSHGLG00000037654,,3,lncRNA,,naked_mole_rat
ENSHGLG00000032936,,3,lncRNA,,naked_mole_rat
ENSHGLG00000040374,,3,lncRNA,,naked_mole_rat
ENSHGLG00000019367,FAM160A2,5,protein_coding,FHF complex subunit HOOK interacting protein 1B [Source:HGNC Symbol;Acc:HGNC:25378],naked_mole_rat
ENSHGLG00000048825,,3,lncRNA,,naked_mole_rat
ENSHGLG00000034291,,29,pseudogene,,naked_mole_rat
ENSHGLG00000036460,,3,lncRNA,,naked_mole_rat
ENSHGLG00000040824,,18,pseudogene,,naked_mole_rat
ENSHGLG00000049564,,29,pseudogene,,naked_mole_rat
ENSHGLG00000042268,,3,lncRNA,,naked_mole_rat
ENSHGLG00000049132,,3,lncRNA,,naked_mole_rat
ENSHGLG00000015442,C11orf42,5,protein_coding,chromosome 11 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:28541],naked_mole_rat
ENSHGLG00000048898,,18,protein_coding,,naked_mole_rat
ENSHGLG00000043972,,29,protein_coding,,naked_mole_rat
ENSHGLG00000043470,,3,lncRNA,,naked_mole_rat
ENSHGLG00000033391,,3,lncRNA,,naked_mole_rat
ENSHGLG00000010130,HDHD2,18,protein_coding,haloacid dehalogenase like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25364],naked_mole_rat
ENSHGLG00000049794,,29,pseudogene,,naked_mole_rat
ENSHGLG00000037557,,18,pseudogene,,naked_mole_rat
ENSHGLG00000043559,,3,lncRNA,,naked_mole_rat
ENSHGLG00000015743,,5,pseudogene,,naked_mole_rat
ENSHGLG00000009250,,5,pseudogene,,naked_mole_rat
ENSHGLG00000034217,,18,protein_coding,,naked_mole_rat
ENSHGLG00000050862,,3,lncRNA,,naked_mole_rat
ENSHGLG00000008223,,5,pseudogene,,naked_mole_rat
ENSHGLG00000016378,DNASE2,29,protein_coding,"deoxyribonuclease 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]",naked_mole_rat
ENSHGLG00000031864,U2,3,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000040167,,18,protein_coding,,naked_mole_rat
ENSHGLG00000033340,U2,3,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000038909,U2,3,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000015588,PIAS2,18,protein_coding,protein inhibitor of activated STAT 2 [Source:HGNC Symbol;Acc:HGNC:17311],naked_mole_rat
ENSHGLG00000049555,U2,3,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000045699,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000006927,,5,pseudogene,,naked_mole_rat
ENSHGLG00000050042,,3,snoRNA,,naked_mole_rat
ENSHGLG00000024526,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000003325,,29,pseudogene,,naked_mole_rat
ENSHGLG00000045487,,5,protein_coding,,naked_mole_rat
ENSHGLG00000023944,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000007555,,6,protein_coding,,naked_mole_rat
ENSHGLG00000021287,,5,protein_coding,,naked_mole_rat
ENSHGLG00000040367,ST8SIA5,18,protein_coding,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]",naked_mole_rat
ENSHGLG00000018561,,5,protein_coding,,naked_mole_rat
ENSHGLG00000003583,DDHD2,6,protein_coding,DDHD domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A0P6J375],naked_mole_rat
ENSHGLG00000018921,,5,pseudogene,,naked_mole_rat
ENSHGLG00000006211,,18,protein_coding,,naked_mole_rat
ENSHGLG00000014298,,5,protein_coding,,naked_mole_rat
ENSHGLG00000003435,PLPP5,6,protein_coding,phospholipid phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:25026],naked_mole_rat
ENSHGLG00000010917,TRIM66,5,protein_coding,tripartite motif containing 66 [Source:HGNC Symbol;Acc:HGNC:29005],naked_mole_rat
ENSHGLG00000003037,NSD3,6,protein_coding,nuclear receptor binding SET domain protein 3 [Source:HGNC Symbol;Acc:HGNC:12767],naked_mole_rat
ENSHGLG00000009492,STK33,5,protein_coding,serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568],naked_mole_rat
ENSHGLG00000008805,LMO1,5,protein_coding,LIM domain only 1 [Source:UniProtKB Gene Name;Acc:A0A0N8EUG1],naked_mole_rat
ENSHGLG00000003334,,6,protein_coding,,naked_mole_rat
ENSHGLG00000035767,ARK2C,18,protein_coding,arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C [Source:HGNC Symbol;Acc:HGNC:31696],naked_mole_rat
ENSHGLG00000039564,,6,protein_coding,,naked_mole_rat
ENSHGLG00000009134,FGFR1,6,protein_coding,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688],naked_mole_rat
ENSHGLG00000007316,SLC14A1,18,protein_coding,solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918],naked_mole_rat
ENSHGLG00000005382,PRKCDBP,5,protein_coding,caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400],naked_mole_rat
ENSHGLG00000041108,ARK2N,18,protein_coding,arkadia (RNF111) N-terminal like PKA signaling regulator 2N [Source:HGNC Symbol;Acc:HGNC:28172],naked_mole_rat
ENSHGLG00000008307,RIC3,5,protein_coding,RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338],naked_mole_rat
ENSHGLG00000005880,,18,protein_coding,,naked_mole_rat
ENSHGLG00000050833,TUB,5,protein_coding,TUB bipartite transcription factor [Source:UniProtKB Gene Name;Acc:A0A0P6JCQ3],naked_mole_rat
ENSHGLG00000003519,,6,protein_coding,,naked_mole_rat
ENSHGLG00000009719,UNC5D,6,protein_coding,unc-5 netrin receptor D [Source:HGNC Symbol;Acc:HGNC:18634],naked_mole_rat
ENSHGLG00000009341,EIF3F,5,protein_coding,eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:HGNC:3275],naked_mole_rat
ENSHGLG00000046959,,18,protein_coding,,naked_mole_rat
ENSHGLG00000050226,,5,protein_coding,,naked_mole_rat
ENSHGLG00000033588,,18,protein_coding,,naked_mole_rat
ENSHGLG00000037903,,5,pseudogene,,naked_mole_rat
ENSHGLG00000012175,DUSP26,6,protein_coding,dual specificity phosphatase 26 [Source:HGNC Symbol;Acc:HGNC:28161],naked_mole_rat
ENSHGLG00000043539,,5,protein_coding,,naked_mole_rat
ENSHGLG00000002499,RIT2,18,protein_coding,Ras like without CAAX 2 [Source:UniProtKB Gene Name;Acc:A0A0P6J079],naked_mole_rat
ENSHGLG00000036058,,6,protein_coding,,naked_mole_rat
ENSHGLG00000016093,OVCH2,5,protein_coding,ovochymase 2 [Source:HGNC Symbol;Acc:HGNC:29970],naked_mole_rat
ENSHGLG00000041569,PROSC,6,protein_coding,pyridoxal phosphate binding protein [Source:HGNC Symbol;Acc:HGNC:9457],naked_mole_rat
ENSHGLG00000015075,CYB5R2,5,protein_coding,cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376],naked_mole_rat
ENSHGLG00000035035,GOLGA7,6,protein_coding,golgin A7 [Source:UniProtKB Gene Name;Acc:A0A0P6JTG7],naked_mole_rat
ENSHGLG00000038877,GINS4,6,protein_coding,GINS complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28226],naked_mole_rat
ENSHGLG00000003371,PPFIBP2,5,protein_coding,PPFIA binding protein 2 [Source:UniProtKB Gene Name;Acc:G5B7C6],naked_mole_rat
ENSHGLG00000048334,,6,protein_coding,secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776],naked_mole_rat
ENSHGLG00000002990,,6,protein_coding,,naked_mole_rat
ENSHGLG00000042908,,18,protein_coding,,naked_mole_rat
ENSHGLG00000049078,AGPAT6,6,protein_coding,glycerol-3-phosphate acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20880],naked_mole_rat
ENSHGLG00000004672,NAPG,18,protein_coding,NSF attachment protein gamma [Source:UniProtKB Gene Name;Acc:G5C069],naked_mole_rat
ENSHGLG00000048589,,18,protein_coding,,naked_mole_rat
ENSHGLG00000044064,OLFML1,5,protein_coding,olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473],naked_mole_rat
ENSHGLG00000040708,,18,protein_coding,,naked_mole_rat
ENSHGLG00000007849,PIEZO2,18,protein_coding,piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270],naked_mole_rat
ENSHGLG00000048003,,18,protein_coding,,naked_mole_rat
ENSHGLG00000003246,ZMAT4,6,protein_coding,zinc finger matrin-type 4 [Source:UniProtKB Gene Name;Acc:A0A0P6JGZ4],naked_mole_rat
ENSHGLG00000005510,SYT9,5,protein_coding,synaptotagmin 9 [Source:UniProtKB Gene Name;Acc:A0A0P6K785],naked_mole_rat
ENSHGLG00000040364,,18,protein_coding,,naked_mole_rat
ENSHGLG00000015065,NLRP14,5,protein_coding,NLR family pyrin domain containing 14 [Source:UniProtKB Gene Name;Acc:A0A0N8ETR0],naked_mole_rat
ENSHGLG00000003938,ADGRA2,6,protein_coding,adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849],naked_mole_rat
ENSHGLG00000003144,,18,protein_coding,,naked_mole_rat
ENSHGLG00000031912,,18,protein_coding,,naked_mole_rat
ENSHGLG00000020957,,5,protein_coding,,naked_mole_rat
ENSHGLG00000037189,,18,protein_coding,,naked_mole_rat
ENSHGLG00000049831,,5,protein_coding,,naked_mole_rat
ENSHGLG00000043125,,18,protein_coding,,naked_mole_rat
ENSHGLG00000036013,,5,protein_coding,,naked_mole_rat
ENSHGLG00000020221,,18,processed_pseudogene,,naked_mole_rat
ENSHGLG00000041780,,18,processed_pseudogene,,naked_mole_rat
ENSHGLG00000003639,BRF2,6,protein_coding,BRF2ral transcription factor IIIB subunit [Source:UniProtKB Gene Name;Acc:A0A0N8ESD3],naked_mole_rat
ENSHGLG00000050489,,18,processed_pseudogene,,naked_mole_rat
ENSHGLG00000050978,,18,lncRNA,,naked_mole_rat
ENSHGLG00000006859,MRPL17,5,protein_coding,mitochondrial ribosomal protein L17 [Source:UniProtKB Gene Name;Acc:G5BBQ1],naked_mole_rat
ENSHGLG00000047020,,18,lncRNA,,naked_mole_rat
ENSHGLG00000010999,ZNF703,6,protein_coding,zinc finger protein 703 [Source:HGNC Symbol;Acc:HGNC:25883],naked_mole_rat
ENSHGLG00000008461,PTPRM,18,protein_coding,protein tyrosine phosphatase receptor type M [Source:HGNC Symbol;Acc:HGNC:9675],naked_mole_rat
ENSHGLG00000038527,,18,lncRNA,,naked_mole_rat
ENSHGLG00000009779,NKX6-3,6,protein_coding,NK6 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:26328],naked_mole_rat
ENSHGLG00000045325,,18,lncRNA,,naked_mole_rat
ENSHGLG00000049727,,18,lncRNA,,naked_mole_rat
ENSHGLG00000004668,DCHS1,5,protein_coding,dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:HGNC:13681],naked_mole_rat
ENSHGLG00000043163,,18,lncRNA,,naked_mole_rat
ENSHGLG00000003086,ANK1,6,protein_coding,ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492],naked_mole_rat
ENSHGLG00000042294,,18,lncRNA,,naked_mole_rat
ENSHGLG00000041660,,18,lncRNA,,naked_mole_rat
ENSHGLG00000035441,,18,lncRNA,,naked_mole_rat
ENSHGLG00000032843,,18,lncRNA,,naked_mole_rat
ENSHGLG00000000567,PNPLA4,X,protein_coding,patatin like phospholipase domain containing 4 [Source:UniProtKB Gene Name;Acc:G5BAE2],naked_mole_rat
ENSHGLG00000003787,TPP1,5,protein_coding,tripeptidyl peptidase 1 [Source:UniProtKB Gene Name;Acc:G5BBQ3],naked_mole_rat
ENSHGLG00000038830,,18,lncRNA,,naked_mole_rat
ENSHGLG00000045947,,18,lncRNA,,naked_mole_rat
ENSHGLG00000032212,,18,lncRNA,,naked_mole_rat
ENSHGLG00000049686,,18,lncRNA,,naked_mole_rat
ENSHGLG00000043554,,18,lncRNA,,naked_mole_rat
ENSHGLG00000044528,TAF10,5,protein_coding,TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543],naked_mole_rat
ENSHGLG00000046510,,18,lncRNA,,naked_mole_rat
ENSHGLG00000043271,ILK,5,protein_coding,integrin linked kinase [Source:UniProtKB Gene Name;Acc:G5BBQ5],naked_mole_rat
ENSHGLG00000000579,,X,pseudogene,,naked_mole_rat
ENSHGLG00000034989,,18,lncRNA,,naked_mole_rat
ENSHGLG00000003980,RRP8,5,protein_coding,ribosomal RNA processing 8 [Source:HGNC Symbol;Acc:HGNC:29030],naked_mole_rat
ENSHGLG00000020169,,X,protein_coding,,naked_mole_rat
ENSHGLG00000037034,,18,lncRNA,,naked_mole_rat
ENSHGLG00000035855,,18,lncRNA,,naked_mole_rat
ENSHGLG00000003314,,5,protein_coding,,naked_mole_rat
ENSHGLG00000046134,,18,lncRNA,,naked_mole_rat
ENSHGLG00000004688,,18,protein_coding,,naked_mole_rat
ENSHGLG00000007052,EIF4G2,5,protein_coding,eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297],naked_mole_rat
ENSHGLG00000000608,,X,protein_coding,,naked_mole_rat
ENSHGLG00000007548,SEH1L,18,protein_coding,SEH1 like nucleoporin [Source:UniProtKB Gene Name;Acc:G5C082],naked_mole_rat
ENSHGLG00000042563,,18,lncRNA,,naked_mole_rat
ENSHGLG00000044265,,18,lncRNA,,naked_mole_rat
ENSHGLG00000000617,,X,protein_coding,,naked_mole_rat
ENSHGLG00000023155,U6,18,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000004887,CTR9,5,protein_coding,"CTR9 homolog, Paf1/RNA polymerase II complex component [Source:UniProtKB Gene Name;Acc:G5BFG7]",naked_mole_rat
ENSHGLG00000023042,,18,snoRNA,,naked_mole_rat
ENSHGLG00000020036,,X,pseudogene,,naked_mole_rat
ENSHGLG00000044869,U2,18,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000039664,CEP192,18,protein_coding,centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515],naked_mole_rat
ENSHGLG00000050446,,18,snoRNA,,naked_mole_rat
ENSHGLG00000024521,U6,18,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000003976,KAT6A,6,protein_coding,lysine acetyltransferase 6A [Source:HGNC Symbol;Acc:HGNC:13013],naked_mole_rat
ENSHGLG00000046151,,X,lncRNA,,naked_mole_rat
ENSHGLG00000033768,,X,lncRNA,,naked_mole_rat
ENSHGLG00000049017,,X,lncRNA,,naked_mole_rat
ENSHGLG00000046201,,6,protein_coding,,naked_mole_rat
ENSHGLG00000004404,IRAG1,5,protein_coding,"inositol 1,4,5-triphosphate receptor associated 1 [Source:HGNC Symbol;Acc:HGNC:7237]",naked_mole_rat
ENSHGLG00000050396,,X,lncRNA,,naked_mole_rat
ENSHGLG00000029218,,X,lncRNA,,naked_mole_rat
ENSHGLG00000047799,,X,lncRNA,,naked_mole_rat
ENSHGLG00000003174,IDO1,6,protein_coding,"indoleamine 2,3-dioxygenase 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JCP1]",naked_mole_rat
ENSHGLG00000034126,,X,lncRNA,,naked_mole_rat
ENSHGLG00000035081,LYVE1,5,protein_coding,lymphatic vessel endothelial hyaluronan receptor 1 [Source:UniProtKB Gene Name;Acc:G5BFH0],naked_mole_rat
ENSHGLG00000047097,,X,lncRNA,,naked_mole_rat
ENSHGLG00000049168,,6,protein_coding,,naked_mole_rat
ENSHGLG00000002830,IDO2,6,protein_coding,"indoleamine 2,3-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:27269]",naked_mole_rat
ENSHGLG00000035679,,X,lncRNA,,naked_mole_rat
ENSHGLG00000038987,RNF141,5,protein_coding,ring finger protein 141 [Source:HGNC Symbol;Acc:HGNC:21159],naked_mole_rat
ENSHGLG00000032725,,6,protein_coding,,naked_mole_rat
ENSHGLG00000040613,STAR,6,protein_coding,steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359],naked_mole_rat
ENSHGLG00000036636,U3,X,snoRNA,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012],naked_mole_rat
ENSHGLG00000018258,AMPD3,5,protein_coding,adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470],naked_mole_rat
ENSHGLG00000048140,LSM1,6,protein_coding,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:G5B0A5]",naked_mole_rat
ENSHGLG00000047529,,18,protein_coding,,naked_mole_rat
ENSHGLG00000004123,BAG4,6,protein_coding,BAG cochaperone 4 [Source:UniProtKB Gene Name;Acc:G5B0A6],naked_mole_rat
ENSHGLG00000018418,ADM,5,protein_coding,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259],naked_mole_rat
ENSHGLG00000041820,,18,protein_coding,,naked_mole_rat
ENSHGLG00000004193,,6,protein_coding,,naked_mole_rat
ENSHGLG00000011791,SBF2,5,protein_coding,SET binding factor 2 [Source:HGNC Symbol;Acc:HGNC:2135],naked_mole_rat
ENSHGLG00000010077,FAM210A,18,protein_coding,family with sequence similarity 210 member A [Source:UniProtKB Gene Name;Acc:A0A0P6JA77],naked_mole_rat
ENSHGLG00000003868,AP3M2,6,protein_coding,adaptor related protein complex 3 subunit mu 2 [Source:UniProtKB Gene Name;Acc:G5BT54],naked_mole_rat
ENSHGLG00000003546,MTCL1,18,protein_coding,microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121],naked_mole_rat
ENSHGLG00000003529,PLAT,6,protein_coding,"plasminogen activator, tissue type [Source:UniProtKB Gene Name;Acc:A0A0P6IWL7]",naked_mole_rat
ENSHGLG00000035728,,18,protein_coding,,naked_mole_rat
ENSHGLG00000041202,,6,protein_coding,,naked_mole_rat
ENSHGLG00000007146,ANKRD12,18,protein_coding,ankyrin repeat domain 12 [Source:UniProtKB Gene Name;Acc:G5C060],naked_mole_rat
ENSHGLG00000048335,,6,protein_coding,,naked_mole_rat
ENSHGLG00000020962,,5,pseudogene,,naked_mole_rat
ENSHGLG00000008834,WEE1,5,protein_coding,WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:HGNC:12761],naked_mole_rat
ENSHGLG00000007450,TACC1,6,protein_coding,transforming acidic coiled-coil containing protein 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JB26],naked_mole_rat
ENSHGLG00000020253,,18,protein_coding,,naked_mole_rat
ENSHGLG00000007204,CIDEA,18,protein_coding,cell death inducing DFFA like effector a [Source:HGNC Symbol;Acc:HGNC:1976],naked_mole_rat
ENSHGLG00000003171,,6,protein_coding,RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265],naked_mole_rat
ENSHGLG00000009921,LAMA1,18,protein_coding,laminin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481],naked_mole_rat
ENSHGLG00000045726,GOT1L1,6,protein_coding,glutamic-oxaloacetic transaminase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28487],naked_mole_rat
ENSHGLG00000006384,ZNF143,5,protein_coding,zinc finger protein 143 [Source:UniProtKB Gene Name;Acc:A0A0P6J123],naked_mole_rat
ENSHGLG00000002989,ADRB3,6,protein_coding,adrenoceptor beta 3 [Source:HGNC Symbol;Acc:HGNC:288],naked_mole_rat
ENSHGLG00000042487,,18,protein_coding,,naked_mole_rat
ENSHGLG00000002957,EIF4EBP1,6,protein_coding,eukaryotic translation initiation factor 4E binding protein 1 [Source:UniProtKB Gene Name;Acc:A0A0P6IZ64],naked_mole_rat
ENSHGLG00000003871,TWSG1,18,protein_coding,twisted gastrulation BMP signaling modulator 1 [Source:UniProtKB Gene Name;Acc:G5C061],naked_mole_rat
ENSHGLG00000005147,IPO7,5,protein_coding,importin 7 [Source:UniProtKB Gene Name;Acc:A0A0P6JKZ8],naked_mole_rat
ENSHGLG00000002367,ASH2L,6,protein_coding,"ASH2 like, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]",naked_mole_rat
ENSHGLG00000004677,RALBP1,18,protein_coding,ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841],naked_mole_rat
ENSHGLG00000004079,,6,protein_coding,,naked_mole_rat
ENSHGLG00000005129,PPP4R1,18,protein_coding,protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320],naked_mole_rat
ENSHGLG00000007788,,6,protein_coding,,naked_mole_rat
ENSHGLG00000020150,,5,protein_coding,,naked_mole_rat
ENSHGLG00000041628,PLEKHA2,6,protein_coding,pleckstrin homology domain containing A2 [Source:HGNC Symbol;Acc:HGNC:14336],naked_mole_rat
ENSHGLG00000001549,,5,pseudogene,,naked_mole_rat
ENSHGLG00000037496,,5,protein_coding,,naked_mole_rat
ENSHGLG00000011291,,18,protein_coding,,naked_mole_rat
ENSHGLG00000034009,TMEM41B,5,protein_coding,transmembrane protein 41B [Source:HGNC Symbol;Acc:HGNC:28948],naked_mole_rat
ENSHGLG00000006823,ARHGAP28,18,protein_coding,Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509],naked_mole_rat
ENSHGLG00000009562,SWAP70,5,protein_coding,switching B cell complex subunit SWAP70 [Source:UniProtKB Gene Name;Acc:G5BRL1],naked_mole_rat
ENSHGLG00000006390,HTRA4,6,protein_coding,HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909],naked_mole_rat
ENSHGLG00000004159,TIMM10B,5,protein_coding,translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022],naked_mole_rat
ENSHGLG00000040778,TM2D2,6,protein_coding,TM2 domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A0P6J4H1],naked_mole_rat
ENSHGLG00000032407,VAPA,18,protein_coding,VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648],naked_mole_rat
ENSHGLG00000007482,ARFIP2,5,protein_coding,ARF interacting protein 2 [Source:UniProtKB Gene Name;Acc:G5BBQ8],naked_mole_rat
ENSHGLG00000005367,ADAM9,6,protein_coding,ADAM metallopeptidase domain 9 [Source:UniProtKB Gene Name;Acc:A0A0P6J568],naked_mole_rat
ENSHGLG00000007585,,18,protein_coding,,naked_mole_rat
ENSHGLG00000006189,,18,protein_coding,"RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]",naked_mole_rat
ENSHGLG00000044010,,18,protein_coding,,naked_mole_rat
ENSHGLG00000004231,TRIM3,5,protein_coding,tripartite motif containing 3 [Source:UniProtKB Gene Name;Acc:G5BBQ9],naked_mole_rat
ENSHGLG00000017590,GNAL,18,protein_coding,G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388],naked_mole_rat
ENSHGLG00000002996,IKBKB,6,protein_coding,inhibitor of nuclear factor kappa B kinase subunit beta [Source:UniProtKB Gene Name;Acc:G5BT56],naked_mole_rat
ENSHGLG00000037807,,18,protein_coding,,naked_mole_rat
ENSHGLG00000003482,HPX,5,protein_coding,hemopexin [Source:UniProtKB Gene Name;Acc:A0A0P6J1B1],naked_mole_rat
ENSHGLG00000017605,MPPE1,18,protein_coding,metallophosphoesterase 1 [Source:UniProtKB Gene Name;Acc:A0A0P6J2Q9],naked_mole_rat
ENSHGLG00000033147,Polb,6,protein_coding,DNA polymerase beta [Source:NCBI gene (formerly Entrezgene);Acc:101710722],naked_mole_rat
ENSHGLG00000016172,IMPA2,18,protein_coding,inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051],naked_mole_rat
ENSHGLG00000010438,APBB1,5,protein_coding,amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581],naked_mole_rat
ENSHGLG00000018668,DKK4,6,protein_coding,dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894],naked_mole_rat
ENSHGLG00000049730,APCDD1,18,protein_coding,APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718],naked_mole_rat
ENSHGLG00000018734,VDAC3,6,protein_coding,voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674],naked_mole_rat
ENSHGLG00000007328,,18,protein_coding,,naked_mole_rat
ENSHGLG00000034139,,6,protein_coding,,naked_mole_rat
ENSHGLG00000007654,AFG3L2,18,protein_coding,AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315],naked_mole_rat
ENSHGLG00000019122,SLC20A2,6,protein_coding,solute carrier family 20 member 2 [Source:UniProtKB Gene Name;Acc:G5BT44],naked_mole_rat
ENSHGLG00000009996,SMPD1,5,protein_coding,sphingomyelin phosphodiesterase 1 [Source:UniProtKB Gene Name;Acc:G5BBR2],naked_mole_rat
ENSHGLG00000013842,DENND5A,5,protein_coding,DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344],naked_mole_rat
ENSHGLG00000035600,,6,protein_coding,,naked_mole_rat
